user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
MAG_236	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__JAHJRV01;f__JAHJRV01;g__JAHJRV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_018830725.1	95.0	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__JAHJRV01;f__JAHJRV01;g__JAHJRV01;s__JAHJRV01 sp018830725	89.91	0.7	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__JAHJRV01;f__JAHJRV01;g__JAHJRV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	78.02	11	0.9562371483770751	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_24	d__Bacteria;p__WOR-3;c__UBA3073;o__JACQXS01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__WOR-3;c__UBA3073;o__JACQXS01;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	35.52	11	0.6754026210266786	N/A
MAG_249	d__Bacteria;p__WOR-3;c__UBA3073;o__UBA3073;f__UBA3073;g__UBA3073;s__	N/A	N/A	N/A	N/A	N/A	GCA_002774315.1	95.0	d__Bacteria;p__WOR-3;c__UBA3073;o__UBA3073;f__UBA3073;g__UBA3073;s__UBA3073 sp002774315	92.83	0.6	d__Bacteria;p__WOR-3;c__UBA3073;o__UBA3073;f__UBA3073;g__UBA3073;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002366725.1, s__UBA3073 sp002366725, 95.0, 78.72, 0.5	80.04	11	0.9653410965911193	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_263	d__Bacteria;p__WOR-3;c__E44-bin80;o__E44-bin80;f__E44-bin80;g__SOIS01;s__SOIS01 sp004375965	GCA_004375965.1	95.0	d__Bacteria;p__WOR-3;c__E44-bin80;o__E44-bin80;f__E44-bin80;g__SOIS01;s__SOIS01 sp004375965	98.56	0.87	GCA_004375965.1	95.0	d__Bacteria;p__WOR-3;c__E44-bin80;o__E44-bin80;f__E44-bin80;g__SOIS01;s__SOIS01 sp004375965	98.56	0.87	d__Bacteria;p__WOR-3;c__E44-bin80;o__E44-bin80;f__E44-bin80;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.12	11	N/A	N/A
MAG_269_sub	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__RBG-13-53-26;f__RBG-13-53-26;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__RBG-13-53-26;f__RBG-13-53-26;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	43.47	11	0.8061647186289579	Genome has more than 15.0% of markers with multiple hits
MAG_273_sub	d__Bacteria;p__Planctomycetota;c__DG-23;o__DG-23;f__DG-23;g__DG-23;s__	N/A	N/A	N/A	N/A	N/A	GCA_001302825.1	95.0	d__Bacteria;p__Planctomycetota;c__DG-23;o__DG-23;f__DG-23;g__DG-23;s__DG-23 sp001302825	79.64	0.46	d__Bacteria;p__Planctomycetota;c__DG-23;o__DG-23;f__DG-23;g__DG-23;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	59.53	11	0.8774987210911852	N/A
MAG_277	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__SOIV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016783445.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__SOIV01;s__SOIV01 sp016783445	81.08	0.73	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__SOIV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004377005.1, s__SOIV01 sp004377005, 95.0, 78.76, 0.43; GCA_011049545.1, s__SOIV01 sp011049545, 95.0, 78.39, 0.51; GCA_011773465.1, s__SOIV01 sp011773465, 95.0, 78.26, 0.45; GCA_011772475.1, s__SOIV01 sp011772475, 95.0, 77.46, 0.44	70.73	11	0.9065311479697792	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_278	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__ARS1013;g__ARS1013;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__ARS1013;g__ARS1013;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	38.64	11	0.8558667808380132	N/A
MAG_280_sub	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JACNFI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_014384665.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JACNFI01;s__JACNFI01 sp014384665	79.51	0.41	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JACNFI01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	69.86	11	0.8488100790896437	N/A
MAG_284	d__Bacteria;p__TA06_A;c__DG-26_A;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__TA06_A;c__DG-26_A;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	79.47	11	0.4461548088243367	N/A
MAG_289	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.82	11	0.8221406657015722	N/A
MAG_29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__	N/A	N/A	N/A	N/A	N/A	GCA_002298975.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia sp002298975	87.71	0.69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016743075.1, s__Ralstonia syzygii, 95.0, 87.36, 0.64; GCF_003999715.1, s__Ralstonia pseudosolanacearum, 95.0, 87.16, 0.59; GCF_000801955.1, s__Ralstonia sp000801955, 95.0, 87.14, 0.65; GCF_002251695.1, s__Ralstonia solanacearum, 95.0, 87.06, 0.59; GCF_001078575.1, s__Ralstonia sp001078575, 95.0, 87.06, 0.65; GCF_000620465.1, s__Ralstonia sp000620465, 95.0, 87.03, 0.73; GCF_008801405.1, s__Ralstonia insidiosa, 95.0, 87.01, 0.66; GCF_007997035.1, s__Ralstonia sp007997035, 95.0, 86.96, 0.67; GCF_016466415.1, s__Ralstonia pickettii, 95.0, 86.95, 0.73; GCF_000020205.1, s__Ralstonia pickettii_B, 95.0, 86.9, 0.66; GCF_016429285.1, s__Ralstonia sp016429285, 95.0, 86.69, 0.66; GCF_905397375.1, s__Ralstonia mannitolilytica, 95.0, 86.69, 0.73; GCF_900115545.1, s__Ralstonia sp900115545, 95.0, 86.68, 0.69; GCA_000955795.1, s__Ralstonia sp000955795, 95.0, 86.63, 0.65; GCF_000607165.1, s__Ralstonia pickettii_A, 95.0, 86.56, 0.64; GCF_003851545.1, s__Ralstonia sp003851545, 95.0, 86.55, 0.72	84.61	11	0.9865460447165605	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_294	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__E44-bin46;g__E44-bin46;s__	N/A	N/A	N/A	N/A	N/A	GCA_004376105.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__E44-bin46;g__E44-bin46;s__E44-bin46 sp004376105	80.87	0.46	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__E44-bin46;g__E44-bin46;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	31.06	11	0.9010937564414628	N/A
MAG_300_sub	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	46.8	11	0.886502643772747	N/A
MAG_306	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	28.91	11	0.8437566182531739	N/A
MAG_307	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus auricularis	GCF_001500315.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus auricularis	99.69	0.96	GCF_001500315.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus auricularis	99.69	0.96	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004785665.1, s__Staphylococcus pragensis, 95.0, 78.75, 0.29; GCF_002902325.1, s__Staphylococcus capitis, 95.0, 78.7, 0.25; GCF_006094395.1, s__Staphylococcus haemolyticus, 95.0, 78.6, 0.26; GCF_001224225.1, s__Staphylococcus borealis, 95.0, 78.57, 0.25; GCF_003718735.1, s__Staphylococcus debuckii, 95.0, 78.55, 0.23; GCF_002902305.1, s__Staphylococcus argensis, 95.0, 78.52, 0.29; GCF_002902725.1, s__Staphylococcus caprae, 95.0, 78.52, 0.27; GCF_003019255.1, s__Staphylococcus kloosii, 95.0, 78.47, 0.31; GCF_002902565.1, s__Staphylococcus petrasii, 95.0, 78.46, 0.3; GCF_015775975.1, s__Staphylococcus lloydii, 95.0, 78.43, 0.28; GCA_002902575.1, s__Staphylococcus croceilyticus, 95.0, 78.37, 0.28; GCF_003970495.1, s__Staphylococcus pasteuri, 95.0, 78.36, 0.28; GCF_002901845.1, s__Staphylococcus hominis, 95.0, 78.32, 0.25; GCF_002902365.1, s__Staphylococcus cohnii, 95.0, 78.29, 0.27; GCF_002902235.1, s__Staphylococcus ureilyticus, 95.0, 78.27, 0.27; GCF_003697915.1, s__Staphylococcus pseudoxylosus, 95.0, 78.26, 0.29; GCF_003035445.1, s__Staphylococcus devriesei_A, 95.0, 78.25, 0.29; GCF_016774515.1, s__Staphylococcus xylosus_A, 95.0, 78.25, 0.28; GCF_002902685.1, s__Staphylococcus pettenkoferi, 95.0, 78.25, 0.26; GCF_015594545.1, s__Staphylococcus durrellii, 95.0, 78.25, 0.25; GCF_002732165.1, s__Staphylococcus xylosus, 95.0, 78.22, 0.29; GCF_003043455.1, s__Staphylococcus simulans_A, 95.0, 78.21, 0.25; GCF_900636385.1, s__Staphylococcus warneri, 95.0, 78.2, 0.28; GCF_002902625.1, s__Staphylococcus devriesei, 95.0, 78.2, 0.26; GCF_003491325.1, s__Staphylococcus warneri_A, 95.0, 78.18, 0.26; GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 78.17, 0.23; GCF_900097965.1, s__Staphylococcus caeli, 95.0, 78.17, 0.29; GCF_006742205.1, s__Staphylococcus epidermidis, 95.0, 78.15, 0.22; GCF_000010125.1, s__Staphylococcus saprophyticus, 95.0, 78.12, 0.3; GCF_002902345.1, s__Staphylococcus arlettae, 95.0, 78.12, 0.25; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 78.11, 0.24; GCF_000338275.1, s__Staphylococcus xylosus_B, 95.0, 78.1, 0.3; GCF_002902285.1, s__Staphylococcus simulans, 95.0, 78.07, 0.26; GCF_002994445.1, s__Staphylococcus simulans_B, 95.0, 78.06, 0.24; GCF_000298075.1, s__Staphylococcus massiliensis, 95.0, 78.04, 0.2; GCA_900186985.1, s__Staphylococcus piscifermentans, 95.0, 78.02, 0.22; GCF_001027105.1, s__Staphylococcus aureus, 95.0, 78.01, 0.24; GCF_015025035.1, s__Staphylococcus sp015025035, 95.0, 78.01, 0.24; GCF_001618885.1, s__Staphylococcus condimenti, 95.0, 78.0, 0.25; GCF_001006765.1, s__Staphylococcus succinus, 95.0, 78.0, 0.28; GCF_900458435.1, s__Staphylococcus carnosus, 95.0, 77.99, 0.25; GCF_000875895.1, s__Staphylococcus gallinarum, 95.0, 77.99, 0.28; GCF_900458565.1, s__Staphylococcus equorum, 95.0, 77.95, 0.29; GCF_002614725.1, s__Staphylococcus edaphicus, 95.0, 77.95, 0.28; GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 77.95, 0.29; GCF_002901865.1, s__Staphylococcus agnetis, 95.0, 77.95, 0.16; GCF_002902385.1, s__Staphylococcus intermedius, 95.0, 77.93, 0.21; GCF_900458815.1, s__Staphylococcus saccharolyticus, 95.0, 77.92, 0.22; GCF_900183575.1, s__Staphylococcus cornubiensis, 95.0, 77.88, 0.21; GCF_001792775.2, s__Staphylococcus pseudintermedius, 95.0, 77.87, 0.21; GCF_013391405.1, s__Staphylococcus sp013391405, 95.0, 77.87, 0.31; GCF_002902145.1, s__Staphylococcus rostri, 95.0, 77.87, 0.19; GCF_014635045.1, s__Staphylococcus nepalensis, 95.0, 77.83, 0.29; GCF_002901945.1, s__Staphylococcus chromogenes, 95.0, 77.83, 0.19; GCF_900636325.1, s__Staphylococcus delphini, 95.0, 77.82, 0.2; GCF_002902085.1, s__Staphylococcus simiae, 95.0, 77.81, 0.22; GCF_016238445.1, s__Staphylococcus sp016238445, 95.0, 77.78, 0.2; GCF_017357005.1, s__Staphylococcus simiae_A, 95.0, 77.77, 0.24; GCF_002901705.1, s__Staphylococcus lugdunensis, 95.0, 77.76, 0.23; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 77.74, 0.3; GCF_000816085.1, s__Staphylococcus hyicus, 95.0, 77.73, 0.17; GCF_000934465.1, s__Staphylococcus microti, 95.0, 77.69, 0.19; GCF_013463155.1, s__Staphylococcus sp013463155, 95.0, 77.67, 0.16; GCF_002901995.1, s__Staphylococcus coagulans, 95.0878, 77.6, 0.17; GCA_900458895.2, s__Staphylococcus schleiferi, 95.0878, 77.59, 0.17; GCF_003019275.1, s__Staphylococcus muscae, 95.0, 77.57, 0.21; GCF_010365305.1, s__Staphylococcus sp010365305, 95.0, 77.48, 0.21; GCF_002101335.1, s__Staphylococcus lutrae, 95.0, 77.37, 0.16; GCF_003012915.1, s__Staphylococcus felis, 95.0, 77.37, 0.16	93.84	11	N/A	N/A
MAG_314	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__UBA7937;g__UBA7937;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__UBA7937;g__UBA7937;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	47.82	11	0.9417501745280995	N/A
MAG_315	d__Bacteria;p__WOR-3;c__UBA3072;o__UBA3072;f__UBA3072;g__E29-bin14;s__E29-bin14 sp004377355	GCA_004377355.1	95.0	d__Bacteria;p__WOR-3;c__UBA3072;o__UBA3072;f__UBA3072;g__E29-bin14;s__E29-bin14 sp004377355	97.71	0.84	GCA_004377355.1	95.0	d__Bacteria;p__WOR-3;c__UBA3072;o__UBA3072;f__UBA3072;g__E29-bin14;s__E29-bin14 sp004377355	97.71	0.84	d__Bacteria;p__WOR-3;c__UBA3072;o__UBA3072;f__UBA3072;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	78.22	11	N/A	N/A
MAG_316	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	54.55	11	0.8981312147491878	N/A
MAG_319	d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	31.79	11	0.791668706395085	N/A
MAG_321	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__E29-bin73;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__E29-bin73;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	34.59	11	0.9957411976137502	N/A
MAG_326	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__UBA9294;s__	N/A	N/A	N/A	N/A	N/A	GCA_003545155.1	95.0	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__UBA9294;s__UBA9294 sp003545155	93.45	0.65	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__UBA9294;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	62.85	11	0.9742458267856025	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_327_sub	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	60.27	11	0.8070623615402512	N/A
MAG_328	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	64.44	11	0.8727407972214104	N/A
MAG_33	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.53	11	0.8699312474768898	N/A
